tweet_id,timestamp,source,text,expanded_urls,rating_numerator,rating_denominator,name,Type,retweet_count,favorite_count,jpg_url,img_num,prediction_1,p1_conf,p1_dog,prediction_2,p2_conf,p2_dog,prediction_3,p3_conf,p3_dog
889665388333682689,2017-07-25 01:55:32+00:00,Twitter for iPhone,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,https://twitter.com/dog_rates/status/889665388333682689/photo/1,13,10,None,puppo,8309,41870,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1,Pembroke,96.6327,True,Cardigan,2.73557,True,basenji,0.46332300000000004,True
889638837579907072,2017-07-25 00:10:02+00:00,Twitter for iPhone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,https://twitter.com/dog_rates/status/889638837579907072/photo/1,12,10,Ted,None,3702,23574,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,French_bulldog,99.165,True,boxer,0.21286399999999997,True,Staffordshire_bullterrier,0.149818,True
889531135344209921,2017-07-24 17:02:04+00:00,Twitter for iPhone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13,10,Stuart,puppo,1874,13306,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,golden_retriever,95.3442,True,Labrador_retriever,1.38341,True,redbone,0.7957749999999999,True
889278841981685760,2017-07-24 00:19:32+00:00,Twitter for iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,https://twitter.com/dog_rates/status/889278841981685760/video/1,13,10,Oliver,None,4426,22015,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,whippet,62.6152,True,borzoi,19.4742,True,Saluki,2.73507,True
888917238123831296,2017-07-23 00:22:39+00:00,Twitter for iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12,10,Jim,None,3746,25522,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,golden_retriever,71.4719,True,Tibetan_mastiff,12.01839999999999,True,Labrador_retriever,10.55059999999999,True
888804989199671297,2017-07-22 16:56:37+00:00,Twitter for iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,https://twitter.com/dog_rates/status/888804989199671297/photo/1,13,10,Zeke,None,3517,22386,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,golden_retriever,46.976,True,Labrador_retriever,18.4172,True,English_setter,7.34817,True
888554962724278272,2017-07-22 00:23:06+00:00,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,https://twitter.com/dog_rates/status/888554962724278272/photo/1,13,10,Ralphus,None,2867,17254,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,Siberian_husky,70.0377,True,Eskimo_dog,16.6511,True,malamute,11.1411,True
888078434458587136,2017-07-20 16:49:33+00:00,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,https://twitter.com/dog_rates/status/888078434458587136/photo/1,12,10,Gerald,None,2885,19093,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,French_bulldog,99.5026,True,pug,0.09319079999999999,True,bull_mastiff,0.0903211,True
887705289381826560,2017-07-19 16:06:48+00:00,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13,10,Jeffrey,None,4521,26525,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,basset,82.1664,True,redbone,8.75815,True,Weimaraner,2.62364,True
887517139158093824,2017-07-19 03:39:09+00:00,Twitter for iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,https://twitter.com/dog_rates/status/887517139158093824/video/1,14,10,None,None,9817,40562,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,limousine,13.043199999999999,False,tow_truck,2.9175400000000002,False,shopping_cart,2.6320799999999998,False
887473957103951883,2017-07-19 00:47:34+00:00,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,https://twitter.com/dog_rates/status/887473957103951883/photo/1,13,10,Canela,None,14968,59969,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,Pembroke,80.9197,True,Rhodesian_ridgeback,5.495,True,beagle,3.89148,True
887343217045368832,2017-07-18 16:08:03+00:00,Twitter for iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,https://twitter.com/dog_rates/status/887343217045368832/video/1,13,10,None,None,8785,29479,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,Mexican_hairless,33.0741,True,sea_lion,27.5645,False,Weimaraner,13.4203,True
887101392804085760,2017-07-18 00:07:08+00:00,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12,10,None,None,4972,26887,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,Samoyed,73.3942,True,Eskimo_dog,3.50295,True,Staffordshire_bullterrier,2.97047,True
886983233522544640,2017-07-17 16:17:36+00:00,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,https://twitter.com/dog_rates/status/886983233522544640/photo/1,13,10,Maya,None,6292,30255,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,Chihuahua,79.3469,True,toy_terrier,14.352799999999998,True,can_opener,3.22529,False
886736880519319552,2017-07-16 23:58:41+00:00,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",https://www.gofundme.com/mingusneedsus,13,10,Mingus,None,2619,10460,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,kuvasz,30.970599999999997,True,Great_Pyrenees,18.613599999999998,True,Dandie_Dinmont,8.63463,True
886680336477933568,2017-07-16 20:14:00+00:00,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13,10,Derek,None,3723,19655,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,convertible,73.89949999999999,False,sports_car,13.995199999999999,False,car_wheel,4.41726999999999,False
886366144734445568,2017-07-15 23:25:31+00:00,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,https://twitter.com/dog_rates/status/886366144734445568/photo/1,12,10,Roscoe,pupper,2613,18494,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,French_bulldog,99.9201,True,Chihuahua,0.0361178,True,Boston_bull,0.00755616,True
886258384151887873,2017-07-15 16:17:19+00:00,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13,10,Waffles,None,5258,24444,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,pug,94.3575,True,shower_cap,2.5285599999999997,False,Siamese_cat,0.284892,False
885984800019947520,2017-07-14 22:10:11+00:00,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,Jimbo,None,5590,28493,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Blenheim_spaniel,97.2494,True,Shih-Tzu,0.6630119999999999,True,Bernese_mountain_dog,0.623915,True
885528943205470208,2017-07-13 15:58:47+00:00,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,Maisey,None,5308,31498,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,pug,36.9275,True,Labrador_retriever,26.583499999999997,True,kuvasz,13.469700000000001,True
885167619883638784,2017-07-12 16:03:00+00:00,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,https://twitter.com/dog_rates/status/885167619883638784/photo/1,13,10,None,None,3654,19188,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,malamute,81.2482,True,Siberian_husky,7.17125,True,Eskimo_dog,5.57697,True
884925521741709313,2017-07-12 00:01:00+00:00,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",https://twitter.com/dog_rates/status/884925521741709313/photo/1,12,10,Earl,None,14953,66958,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,Italian_greyhound,25.9916,True,American_Staffordshire_terrier,19.8451,True,Staffordshire_bullterrier,12.7725,True
884876753390489601,2017-07-11 20:47:12+00:00,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,https://twitter.com/dog_rates/status/884876753390489601/photo/1,13,10,Lola,None,4644,24294,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,chow,82.2103,True,Norwich_terrier,10.6075,True,Norfolk_terrier,3.73485,True
884562892145688576,2017-07-11 00:00:02+00:00,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,Kevin,None,3896,21240,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,pug,54.640600000000006,True,French_bulldog,40.4291,True,Brabancon_griffon,4.400189999999999,True
884441805382717440,2017-07-10 15:58:53+00:00,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",https://twitter.com/dog_rates/status/884441805382717440/photo/1,14,10,None,None,4780,23790,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,Pembroke,99.3225,True,Cardigan,0.321648,True,Chihuahua,0.20808900000000002,True
884162670584377345,2017-07-09 21:29:42+00:00,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12,10,Yogi,doggo,2493,17893,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,German_shepherd,70.7046,True,malinois,19.9396,True,Norwegian_elkhound,4.91476,True
883838122936631299,2017-07-09 00:00:04+00:00,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12,10,Noah,None,2849,19086,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,Doberman,61.0946,True,miniature_pinscher,29.9603,True,kelpie,6.30203,True
883482846933004288,2017-07-08 00:28:19+00:00,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",https://twitter.com/dog_rates/status/883482846933004288/photo/1,5,10,Bella,None,8231,40049,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,golden_retriever,94.3082,True,Labrador_retriever,3.2409,True,kuvasz,0.550072,True
883360690899218434,2017-07-07 16:22:55+00:00,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13,10,Grizzwald,floofer,3061,19884,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,chow,98.7997,True,Tibetan_mastiff,0.7098720000000001,True,Newfoundland,0.21403300000000003,True
883117836046086144,2017-07-07 00:17:54+00:00,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",https://twitter.com/dog_rates/status/883117836046086144/photo/1,13,10,None,None,5512,32399,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,golden_retriever,94.9562,True,Labrador_retriever,4.59479,True,kuvasz,0.247094,True
882992080364220416,2017-07-06 15:58:11+00:00,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,https://twitter.com/dog_rates/status/882992080364220416/photo/1,13,10,Rusty,None,3231,20914,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,Eskimo_dog,46.67779999999999,True,Siberian_husky,40.6044,True,dingo,7.34143999999999,False
882762694511734784,2017-07-06 00:46:41+00:00,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,Gus,pupper,4080,24700,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,Labrador_retriever,85.005,True,Chesapeake_Bay_retriever,7.4257,True,flat-coated_retriever,1.5579399999999899,True
882627270321602560,2017-07-05 15:48:34+00:00,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,Stanley,None,5046,24520,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,Pembroke,54.298199999999994,True,Chihuahua,25.1988,True,Cardigan,10.7699,True
882268110199369728,2017-07-04 16:01:23+00:00,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,https://twitter.com/dog_rates/status/882268110199369728/photo/1,13,10,Alfy,None,9587,39057,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,golden_retriever,76.22109999999999,True,Labrador_retriever,9.89848999999999,True,cocker_spaniel,1.7199499999999999,True
882045870035918850,2017-07-04 01:18:17+00:00,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",https://twitter.com/dog_rates/status/882045870035918850/photo/1,13,10,Koko,None,4069,25626,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,web_site,94.95909999999999,False,dhole,1.7325799999999998,False,golden_retriever,0.694063,True
881906580714921986,2017-07-03 16:04:48+00:00,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12,10,Rey,None,2842,21382,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,Weimaraner,29.1539,True,Chesapeake_Bay_retriever,27.8966,True,koala,12.701699999999999,False
881666595344535552,2017-07-03 00:11:11+00:00,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13,10,Gary,None,8921,44404,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,Saluki,52.9012,True,Afghan_hound,25.000299999999996,True,golden_retriever,16.0739,True
881536004380872706,2017-07-02 15:32:16+00:00,Twitter for iPhone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",https://twitter.com/dog_rates/status/881536004380872706/video/1,14,10,None,pupper,13354,43302,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1,Samoyed,28.146300000000004,True,Angora,27.206599999999998,False,Persian_cat,11.4854,False
881268444196462592,2017-07-01 21:49:04+00:00,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12,10,Elliot,None,4486,20423,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1,tusker,47.330299999999994,False,Indian_elephant,24.5646,False,ibex,5.56607,False
880935762899988482,2017-06-30 23:47:07+00:00,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13,10,Louis,None,2329,15000,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1,street_sign,25.1801,False,umbrella,11.5123,False,traffic_light,6.953380000000001,False
880872448815771648,2017-06-30 19:35:32+00:00,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12,10,None,None,3193,18653,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,Pembroke,79.1416,True,Norwich_terrier,6.13929,True,Chihuahua,3.3725699999999996,True
880465832366813184,2017-06-29 16:39:47+00:00,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,https://twitter.com/dog_rates/status/880465832366813184/photo/1,12,10,Bella,None,5196,24926,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,golden_retriever,91.3255,True,Labrador_retriever,2.63286,True,cocker_spaniel,0.937082,True
880221127280381952,2017-06-29 00:27:25+00:00,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,https://twitter.com/dog_rates/status/880221127280381952/photo/1,12,10,Jesse,None,3452,23574,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,Chihuahua,23.8525,True,meerkat,10.4256,False,clumber,5.25802999999999,True
880095782870896641,2017-06-28 16:09:20+00:00,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11,10,None,None,3637,24233,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,miniature_pinscher,12.0298,True,Rhodesian_ridgeback,10.6395,True,beagle,10.6073,True
879862464715927552,2017-06-28 00:42:13+00:00,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,https://twitter.com/dog_rates/status/879862464715927552/photo/1,13,10,Romeo,None,2916,19641,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,basset,81.3507,True,beagle,14.6654,True,cocker_spaniel,0.9485020000000001,True
879492040517615616,2017-06-27 00:10:17+00:00,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,https://twitter.com/dog_rates/status/879492040517615616/photo/1,12,10,Bailey,None,2621,20646,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,German_short-haired_pointer,47.989599999999996,True,vizsla,12.43529999999999,True,bath_towel,7.33202,False
879415818425184262,2017-06-26 19:07:24+00:00,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,https://twitter.com/dog_rates/status/879415818425184262/video/1,13,10,Duddles,None,37255,92499,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,English_springer,38.3404,True,Boston_bull,13.4967,True,Cardigan,11.0481,True
879376492567855104,2017-06-26 16:31:08+00:00,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,https://twitter.com/dog_rates/status/879376492567855104/photo/1,12,10,Jack,None,2635,14798,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,tricycle,66.3601,False,Labrador_retriever,3.34961,True,Pembroke,1.88266,True
879050749262655488,2017-06-25 18:56:45+00:00,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,https://twitter.com/dog_rates/status/879050749262655488/photo/1,11,10,Steven,None,3938,19750,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1,tabby,31.1861,False,window_screen,16.9123,False,Egyptian_cat,13.293199999999999,False
